img_name,actual,predicted,predicted_accuracy,postprocess,postprocess_accuracy
test/2129_10.png,wwwwebscom,WWWWEHSCON,0.8,,
test/2232_3.png,AP,AP,1.0,,
test/2156_2.png,trustpass,TRUSTPASS,1.0,,
test/5030_4.png,PINE,FRE,0.25,,
test/548_1.png,EMERGENCY,EMERGENCY,1.0,,
test/2535_3.png,VALIANT,WALIANT,0.86,,
test/5069_5.png,WALK,YAIK,0.5,,
test/780_1.png,Rent,RRENT,0.8,,
test/106_2.png,IS,JS,0.5,,
test/724_5.png,m,M,1.0,,
test/5068_3.png,someones,SOMEONEES,0.89,,
test/5163_1.png,THE,THE,1.0,,
test/2086_1.png,La,CG,0.0,,
test/2626_6.png,Simply,SIMPLY,1.0,,
test/2475_1.png,5,5,1.0,,
test/322_1.png,LED,LED,1.0,,
test/1062_11.png,599,599,1.0,,
test/921_5.png,Koyah,KOYAH,1.0,,
test/321_9.png,BEWARE,BEWARE,1.0,,
test/367_2.png,Shop,SHOP,1.0,,
test/517_1.png,Changes,GIANGE,0.57,,
test/890_4.png,INDIASBIN,INDTACS6IN,0.7,,
test/5036_2.png,iN,IN,1.0,,
test/632_4.png,ComAp,CONAP,0.8,,
test/323_7.png,Life,LJEE,0.5,,
test/2033_1.png,SUNIL,SUNIL,1.0,,
test/32_1.png,Available,AVALABE,0.78,,
test/923_3.png,10450,IO445O,0.33,,
test/5062_5.png,DARK,DARK,1.0,,
test/850_6.png,to,TO,1.0,,
test/5080_12.png,TO,TO,1.0,,
test/2174_6.png,sehat,SEHAT,1.0,,
test/764_1.png,BANK,BANA,0.75,,
test/5202_6.png,SERA,SERA,1.0,,
test/5088_8.png,CATHERINE,CATHERINE,1.0,,
test/5134_5.png,Audrey,ANDRY,0.67,,
test/2074_1.png,Lindsay,LIINDSAY,0.88,,
test/209_6.png,you,YOU,1.0,,
test/854_3.png,WELCOME,MELCORE,0.71,,
test/2034_4.png,making,IAKINA,0.67,,
test/620_3.png,from,FROOM,0.8,,
test/958_12.png,Welcome,WEELCOME,0.88,,
test/6_3.png,Of,CDF,0.33,,
test/655_1.png,Get,GET,1.0,,
test/2061_1.png,MAPLE,NKAF4A,0.17,,
test/999_1.png,HOW,HOW,1.0,,
test/5084_7.png,FREEMAN,FREEMAN,1.0,,
test/2609_2.png,down,DOWN,1.0,,
test/699_2.png,EXIT,EXIT,1.0,,
test/101_3.png,UNIVERSAL,UNIVERSAL,1.0,,
test/32_3.png,adoption,ADOJSOR,0.5,,
test/5002_1.png,GREEN,GREEN,1.0,,
test/971_3.png,MEXICO,IZTGO,0.17,,
test/603_12.png,Buyer,BUYERL,0.83,,
test/158_1.png,MOTION,NOTION,0.83,,
test/894_2.png,Bank,BANK,1.0,,
test/357_1.png,DEMOCRAT,DEM0CRAT,0.88,,
test/296_1.png,Vacant,VOOONT,0.5,,
test/144_5.png,so,SO,1.0,,
test/353_3.png,46143994,46143994,1.0,,
test/207_2.png,Bank,BANK,1.0,,
test/857_28.png,MAX,MA,0.67,,
test/786_2.png,MARKET,MARKETT,0.86,,
test/2123_1.png,Heart,NS,0.0,,
test/138_6.png,Lodge,LOD8E,0.8,,
test/977_23.png,By,EG,0.0,,
test/109_1.png,PSP,RRA,0.0,,
test/2413_2.png,GREEN,GREEN,1.0,,
test/844_2.png,money,IIOINS,0.17,,
test/205_2.png,isnt,ISNT,1.0,,
test/2524_3.png,ROSE,0SS,0.25,,
test/5194_1.png,FROST,FROSTZ,0.83,,
test/257_3.png,Pizza,PTZZ,0.6,,
test/716_6.png,COUNTER,CCOUNTER,0.88,,
test/5153_2.png,WASHINGTON,PAASTIAGTAV,0.45,,
test/31_6.png,SPECTACULAR,GPECIACLAR,0.73,,
test/2119_1.png,Nagashima,NAGASHINA,0.89,,
test/2609_9.png,first,FIRST,1.0,,
test/2311_1.png,WELCOME,WELCOME,1.0,,
test/2597_6.png,HOUSE,HOUSE,1.0,,
test/2252_4.png,din,DIN,1.0,,
test/339_4.png,India,INDIIA,0.83,,
test/595_11.png,Code,CODER,0.8,,
test/2059_6.png,SHORTLY,SHORTLY,1.0,,
test/5148_6.png,FRANK,FRANK,1.0,,
test/133_4.png,India,INDIA,1.0,,
test/2211_2.png,HOLME,IO2ELE,0.33,,
test/244_3.png,com,COI,0.67,,
test/2084_2.png,R,2H,0.0,,
test/5069_7.png,line,IIRE,0.5,,
test/5076_2.png,DARK,DARK,1.0,,
test/2470_1.png,58,58,1.0,,
test/64_7.png,jeddahphotoblogspotcom,DANACANBOPLTCA,0.32,,
test/2017_1.png,EVEREST,EVERESG,0.86,,
test/334_1.png,HEAVEN,HHEAE,0.5,,
test/831_3.png,OF,F,0.5,,
test/31_1.png,WORLD,WORLD,1.0,,
test/2578_6.png,New,MEW,0.67,,
test/5069_6.png,THE,HTHE,0.75,,
test/2612_1.png,Dagas,DHGS,0.6,,
test/2497_3.png,The,2LE,0.33,,
test/969_7.png,MUST,MUST,1.0,,
test/65_4.png,DEMONS,DEMONS,1.0,,
test/1104_3.png,with,WITH,1.0,,
test/5074_1.png,Jackie,JARELIE,0.57,,
test/34_11.png,banquet,BANAUET,0.86,,
test/767_2.png,Sign,SIGN,1.0,,
test/62_3.png,Hiring,RIRIMG,0.67,,
test/5038_4.png,CANDY,CANDY,1.0,,
test/970_5.png,WILL,WWI,0.25,,
test/5068_2.png,somehow,SOMEHOW,1.0,,
test/994_8.png,Snapon,JIBPELN,0.29,,
test/2523_27.png,23,22,0.5,,
test/596_1.png,Newspapers,NEWSPAAPERS,0.91,,
test/909_9.png,888KBHOMES,BASKKBKONES,0.45,,
test/2055_9.png,Bank,BANK,1.0,,
test/161_1.png,Flavor,BLAUO,0.5,,
test/2105_4.png,7890,789A0,0.8,,
test/63_1.png,State,SRAIE,0.6,,
test/339_3.png,of,OF,1.0,,
test/5103_1.png,WAR,MAR,0.67,,
test/1023_12.png,JAMMU,JAMM,0.8,,
test/2109_1.png,TDK,TDK,1.0,,
test/353_2.png,wwwshutterstockcom,WWWSNVAESASM,0.39,,
test/5024_1.png,LOVE,LEVE,0.75,,
test/2594_1.png,14,14,1.0,,
test/603_3.png,Houses,HOUSES,1.0,,
test/2314_8.png,Click,CICK,0.8,,
test/928_4.png,ERFOLG,ERFOLG,1.0,,
test/790_4.png,POSTER,POSTERI,0.86,,
test/326_1.png,State,STATE,1.0,,
test/2624_35.png,12,12,1.0,,
test/5203_1.png,PALADIN,PSLADIIN,0.75,,
test/938_1.png,Sport,SPOR,0.8,,
test/40_8.png,SPEEDLIMIT,SREEOUMM,0.4,,
test/874_8.png,bank,BANK,1.0,,
test/5176_3.png,HERE,FERE,0.75,,
test/683_3.png,TARGETING,TAARGETIINE,0.73,,
test/2502_2.png,COTTAGE,OPPAG,0.43,,
test/771_8.png,Our,OUR,1.0,,
test/735_1.png,Ras,RAS,1.0,,
test/2127_3.png,HOUSE,HOUSE,1.0,,
test/297_2.png,MOR,MOR,1.0,,
test/431_1.png,Marines,MLARMS,0.43,,
test/231_1.png,GIVE,GIVE,1.0,,
test/1024_4.png,India,INDIA,1.0,,
test/584_7.png,SEPT2,GIS2S,0.0,,
test/232_4.png,INDIA,INDIA,1.0,,
test/2541_12.png,artwork,ARTVVORK,0.75,,
test/31_4.png,A,A,1.0,,
test/405_2.png,weeks,WEEEKS,0.83,,
test/696_4.png,mobile,MOBIE,0.83,,
test/2055_4.png,Strawberry,STRALBOENTG,0.55,,
test/5031_4.png,LIFE,LIFE,1.0,,
test/2053_1.png,asha,CSHA,0.75,,
test/5132_2.png,ULTIMATE,LJIRAE,0.5,,
test/2013_1.png,50,50,1.0,,
test/2612_4.png,Shalini,SKALARE,0.43,,
test/2523_18.png,COTTAGE,COTTAG,0.86,,
test/528_1.png,State,STATE,1.0,,
test/5107_12.png,MEMORIAL,MEMORLAL,0.88,,
test/957_17.png,Schedule,SCHEEDUIEE,0.7,,
test/5119_1.png,twilight,TWWIIGIM,0.5,,
test/672_4.png,here,HERE,1.0,,
test/272_2.png,alibaba,AAIBABA,0.86,,
test/5037_1.png,LEGEND,LEGEND,1.0,,
test/330_1.png,PRAMUKH,PRAMLUIKH,0.78,,
test/142_1.png,SBI,SRI,0.67,,
test/969_8.png,GO,RO,0.5,,
test/2144_3.png,CLUB,ES,0.0,,
test/73_7.png,THE,TE,0.67,,
test/5177_1.png,KINGS,KINGS,1.0,,
test/129_1.png,PITT,IENGZA,0.0,,
test/2084_5.png,Eye,GS,0.0,,
test/401_2.png,Bank,BANK,1.0,,
test/207_12.png,Nothing,NOTHING,1.0,,
test/2576_1.png,Deshmukh,DESHNRDAH,0.56,,
test/2176_1.png,22A,22TA,0.75,,
test/106_6.png,REGENCY,GKSGENT,0.29,,
test/5096_1.png,LOVE,LOVE,1.0,,
test/2129_9.png,Hosting,HOSTING,1.0,,
test/5027_14.png,Red,RPTT,0.25,,
test/653_1.png,MUMMIES,MOMMMGG,0.43,,
test/949_5.png,Open,0PEN,0.75,,
test/2081_3.png,Barn,EGJAO,0.0,,
test/726_1.png,SUMMER,SUMMER,1.0,,
test/969_4.png,COST,COST,1.0,,
test/2524_45.png,FULLER,6LGF,0.17,,
test/2075_1.png,HAWKS,S,0.2,,
test/2523_1.png,GULL,G0LL,0.75,,
test/401_1.png,State,STAT1,0.8,,
test/601_6.png,a,A,1.0,,
test/220_3.png,sweet,STEEL,0.6,,
test/413_1.png,AUCTION,AGTIOT,0.57,,
test/5118_4.png,112009,H120O9,0.67,,
test/2055_23.png,at,AT,1.0,,
test/915_8.png,YOUR,YOUR,1.0,,
test/170_7.png,all,NTL,0.33,,
test/5144_2.png,METAL,METAL,1.0,,
test/819_3.png,IT,IT,1.0,,
test/2033_6.png,Steel,STEEL,1.0,,
test/2002_1.png,Srishti,SPISHF,0.57,,
test/2530_1.png,Menlen,2ZEMLEN,0.57,,
test/1002_1.png,PRIVATE,PRIVATE,1.0,,
test/5092_5.png,com,CON,0.67,,
test/716_4.png,INDIA,INOIA,0.8,,
test/830_11.png,THE,THE,1.0,,
test/601_5.png,Get,GET,1.0,,
test/325_6.png,AD,AAD,0.67,,
test/896_6.png,IDOLOBHA,IO0LOAHAA,0.56,,
test/403_2.png,bank,OANK,0.75,,
test/2095_1.png,HEATH,S,0.0,,
test/69_2.png,LIKE,LIKE,1.0,,
test/2404_2.png,NAME,I,0.0,,
test/2530_5.png,The,HHG,0.33,,
test/338_1.png,crestock,OGETGG,0.25,,
test/5051_14.png,DAWN,Z2Z,0.0,,
test/140_5.png,FREEWAYBILLBOARD,ITTNTELTRLANT,0.12,,
test/899_2.png,the,CHE,0.67,,
test/5027_15.png,Retraites,DETRALTIES,0.7,,
test/2266_1.png,15,1S,0.5,,
test/2189_3.png,CLOSE,CLOSE,1.0,,
test/138_7.png,EAGLE,EAGLE,1.0,,
test/5148_4.png,Seyfried,SBJIILE,0.25,,
test/33_7.png,CLEARCHANNEL,CIEANCHANNEL,0.83,,
test/2171_7.png,BITU,BTTU,0.75,,
test/2365_1.png,awayside,OOOYSCE,0.38,,
test/5044_2.png,CLOONEY,LDONEY,0.71,,
test/551_1.png,State,STATE,1.0,,
test/415_3.png,A,A,1.0,,
test/606_2.png,OFF,OFF,1.0,,
test/726_6.png,Centre,CENTRE,1.0,,
test/759_4.png,Fly,FU,0.33,,
test/2223_6.png,Light,LIGIT,0.8,,
test/2412_6.png,RD,RD,1.0,,
test/2033_4.png,Ministry,MINISTTM,0.75,,
test/5082_1.png,IRON,IBOA,0.5,,
test/2533_1.png,colosseum,COLLOSSEUM,0.9,,
test/65_3.png,ANGELS,ANGELS,1.0,,
test/106_1.png,THIS,R,0.0,,
test/103_1.png,ALDO,ALLDC,0.6,,
test/2538_1.png,SATOR,SARTOR,0.83,,
test/5152_7.png,3D,3D,1.0,,
test/412_3.png,CROWDS,ROWOS,0.67,,
test/2611_8.png,Child,CHILD,1.0,,
test/2433_1.png,KIRKSTONE,KRRSTONNE,0.67,,
test/5131_2.png,SYLVESTER,SYLUESTER,0.89,,
test/2523_6.png,SUNGANAKA,4SAC,0.11,,
test/33_5.png,of,OF,1.0,,
test/34_19.png,hit,HIT,1.0,,
test/137_7.png,ON,ON,1.0,,
test/994_3.png,SNAP,SAAR,0.5,,
test/2583_1.png,Riverside,ZOERIA,0.33,,
test/2051_1.png,ARCHANA,ARCHANA,1.0,,
test/2071_2.png,MOON,G,0.0,,
test/4_5.png,ALSO,AESO,0.75,,
test/2041_2.png,GUPTA,GUPTA,1.0,,
test/107_3.png,IS,IS,1.0,,
test/60_1.png,Lilliput,LINP0R,0.38,,
test/532_4.png,Prodaja,PODELA,0.57,,
test/2045_3.png,269,24G,0.33,,
test/1072_1.png,Mac,MAC,1.0,,
test/149_6.png,there,IRORE,0.4,,
test/2530_2.png,Dlonra,ZNIONTA,0.43,,
test/2078_9.png,Householders,HOUSEHOLDERS,1.0,,
test/535_3.png,MOBILE,OEL,0.33,,
test/5110_1.png,twilight,RWIIGHT,0.75,,
test/27_3.png,of,OF,1.0,,
test/2155_1.png,30,0,0.5,,
test/2007_1.png,5,5,1.0,,
test/855_14.png,GARDEN,GARDEN,1.0,,
test/37_3.png,minute,MINUIE,0.83,,
test/5020_2.png,EASTWOOD,EASTWOOD,1.0,,
test/325_10.png,10,S10,0.67,,
test/264_1.png,Nahrungserganzung,NAIRSSENAMS,0.35,,
test/328_21.png,9546388443,ES46388449,0.7,,
test/325_15.png,Unit,UNI,0.75,,
test/5067_4.png,DOG,O,0.33,,
test/117_2.png,Green,OROEA,0.4,,
test/2327_3.png,new,NEW,1.0,,
test/5103_8.png,IS,IS,1.0,,
test/2101_2.png,BEST,BEST,1.0,,
test/367_9.png,Shop,SHOP,1.0,,
test/2202_3.png,THIS,THIIS,0.8,,
test/2541_6.png,Script,4PP,0.17,,
test/5073_11.png,catch,CAREH,0.6,,
test/6_5.png,Avail,AVALL,0.8,,
test/5002_2.png,LANTERN,G4NTTERN,0.62,,
test/5086_7.png,HOT,TDO,0.0,,
test/1036_2.png,BANK,BANK,1.0,,
test/5129_7.png,THE,THE,1.0,,
test/40_3.png,NOSTOPPING,INOST0PRO,0.4,,
test/207_1.png,State,STATE,1.0,,
test/59_1.png,SREELAKSHMI,SRCLASSRML,0.55,,
test/2201_7.png,Lgdney,3LHNEG,0.33,,
test/2421_2.png,it,T,0.5,,
test/5030_6.png,NOVEMBER,NOVEMBER,1.0,,
test/2026_2.png,COTTAGE,COFG,0.43,,
test/5188_1.png,SPIRIT,SRIAATA,0.43,,
test/255_2.png,alibaba,ALE5ABA,0.71,,
test/2132_1.png,215,SB,0.0,,
test/2477_1.png,rnaye,TMATO,0.2,,
test/295_2.png,Here,HERE,1.0,,
test/2063_2.png,AX,AX,1.0,,
test/2200_11.png,PARKING,PARKING,1.0,,
test/5065_9.png,AVERTISSEMENT,AVERTTSSENMENT,0.86,,
test/210_3.png,Funny,FUUNNY,0.83,,
test/5027_7.png,explosive,EYDLUNIVE,0.56,,
test/2055_1.png,enjoy,ENOG,0.6,,
test/5010_3.png,CENT,GHHT,0.25,,
test/2624_13.png,4,4,1.0,,
test/34_5.png,a,A,1.0,,
test/2075_2.png,POINT,A,0.0,,
test/5184_6.png,WORLD,WORLD,1.0,,
test/716_5.png,EXTENSION,BATENAON,0.56,,
test/392_6.png,you,JOH,0.33,,
test/895_4.png,Aid,AID,1.0,,
test/281_8.png,Friday,FRIDOY,0.83,,
test/232_3.png,OF,OF,1.0,,
test/5092_4.png,moviegoods,RGVSESGCAS,0.3,,
test/977_21.png,WHITE,WHITE,1.0,,
test/510_1.png,TeleTech,TELELERH,0.75,,
test/639_2.png,ON,ON,1.0,,
test/424_1.png,6,6,1.0,,
test/263_3.png,97,97,1.0,,
test/2053_2.png,GRINDER,GRINDER,1.0,,
test/549_3.png,kutcher,OTIRE,0.29,,
test/2084_4.png,Birds,SNTS,0.2,,
test/5042_28.png,NOW,NOW,1.0,,
test/719_4.png,Limited,LIMITED,1.0,,
test/2097_1.png,WELCOME,AELGJE,0.43,,
test/1099_21.png,Rd,RD,1.0,,
test/5073_2.png,EVERETT,EVERETT,1.0,,
test/593_3.png,BOARD,BOARD,1.0,,
test/664_1.png,Be,BE,1.0,,
test/401_4.png,India,HALN,0.0,,
test/225_6.png,11am,11AM,1.0,,
test/155_4.png,GOING,GOING,1.0,,
test/2450_1.png,BROOK,BROOK,1.0,,
test/2017_8.png,World,WORLD,1.0,,
test/334_2.png,HELL,HELL,1.0,,
test/710_6.png,COMMISSION,COMMISSIION,0.91,,
test/148_5.png,out,OUT,1.0,,
test/5042_15.png,Streep,STREER,0.83,,
test/2524_2.png,COTTAGE,OS,0.14,,
test/1021_3.png,that,THAR,0.75,,
test/2410_1.png,255,4SS,0.0,,
test/5081_1.png,IRON,1CLP,0.0,,
test/2540_13.png,4,4,1.0,,
test/2557_1.png,Printed,PRINTTED,0.88,,
test/330_2.png,GLOW,SLOW,0.75,,
test/2055_3.png,of,OH,0.5,,
test/2251_1.png,Lower,1OWER,0.8,,
test/585_6.png,ZONE,20NE,0.5,,
test/5000_3.png,BUSINESS,BUSKSS,0.62,,
test/5051_25.png,DEAD,DEAD,1.0,,
test/311_4.png,RedView,REDVIEW,1.0,,
test/2524_44.png,EILEAN,,0.0,,
test/231_2.png,WAY,WAY,1.0,,
test/672_2.png,your,YOUR,1.0,,
test/977_22.png,PERSONS,PERS0NS,0.86,,
test/2235_2.png,HOUSE,HIOIUSIE,0.62,,
test/5208_1.png,PROPOSITION,PROPOSTION,0.91,,
test/5174_1.png,APOLLO,APOLLO,1.0,,
test/2533_3.png,uk,AK,0.5,,
test/673_18.png,St,ST,1.0,,
test/5012_6.png,CITY,CTY,0.75,,
test/538_1.png,ReLIANCe,ELIANOE,0.75,,
test/291_6.png,ENDS,EMDS,0.75,,
test/167_2.png,Bank,BANK,1.0,,
test/984_4.png,Electrical,MAERR,0.2,,
test/5009_2.png,IN,AIN,0.67,,
test/1072_2.png,Store,SIORE,0.8,,
test/1047_1.png,State,STATE,1.0,,
test/243_3.png,com,GG,0.0,,
test/944_6.png,work,WORK,1.0,,
test/218_2.png,Up,J,0.0,,
test/2011_1.png,FLANDERS,A,0.12,,
test/209_1.png,State,STATE,1.0,,
test/878_4.png,Smile,SMLE,0.8,,
test/2413_3.png,LODGE,LA0DO,0.2,,
test/2052_1.png,36,38,0.5,,
test/197_1.png,State,STATTE,0.83,,
test/551_3.png,of,OF,1.0,,
test/620_2.png,Billboards,BLNEAAPAE,0.3,,
test/5165_13.png,REPORT,REPORT,1.0,,
test/5162_1.png,GIJOE,DZAAZR,0.0,,
test/291_13.png,GETTING,GETTING,1.0,,
test/862_1.png,mediamotion,AAEDAAMACHEON,0.46,,
test/972_6.png,sixthseal,SIKTHSEAL,0.89,,
test/2524_26.png,ANDYS,SJ7O,0.0,,
test/249_1.png,Beer,BEGR,0.75,,
test/205_5.png,Its,TTS,0.67,,
test/325_3.png,Billboard,BIIAOARD,0.67,,
test/535_2.png,ALLSTARS,ALLSTARS,1.0,,
test/321_14.png,MAIL,MAL,0.75,,
test/821_1.png,NISSAN,NISSAN,1.0,,
test/2020_2.png,PEA,TA,0.33,,
test/106_3.png,IT,I,0.5,,
test/584_4.png,HITS,HNS,0.5,,
test/529_5.png,NEVADA,NEVADA,1.0,,
test/148_6.png,there,FHERA,0.6,,
test/252_2.png,On,C1N,0.33,,
test/13_3.png,iTunes,ITUNES,1.0,,
test/207_7.png,all,ALL,1.0,,
test/1047_2.png,Bank,BANK,1.0,,
test/135_1.png,SIX,GIK,0.33,,
test/5081_2.png,MAN,ILL,0.0,,
test/1049_7.png,wwwTopStockResearchcom,WWBMIALACKRAEORBOM,0.41,,
test/2523_10.png,NEW,BEW,0.67,,
test/5042_20.png,PICTURES,PLCTURES,0.88,,
test/885_1.png,Grouped,SROURE,0.57,,
test/2621_4.png,123,123,1.0,,
test/64_5.png,JEDDAH,JEDDAH,1.0,,
test/939_1.png,lOWES,LDUES,0.6,,
test/853_2.png,Colour,COLOUR,1.0,,
test/2522_1.png,TWELVE,1ELG2,0.33,,
test/2386_1.png,Kelowna,KELOWDA,0.86,,
test/1026_5.png,4865,48EG,0.5,,
test/771_6.png,Country,COUNTY,0.86,,
test/882_4.png,HOURS,AO0TRIS,0.43,,
test/5082_4.png,SOON,SCGN,0.5,,
test/2573_1.png,college,CAIG,0.29,,
test/424_2.png,Kolby,KOLOY,0.8,,
test/977_7.png,PUBLIC,PUGLIC,0.83,,
test/532_13.png,Dijagnostika,OIFIGNOSTIK,0.67,,
test/732_4.png,COMPANY,COMPANY,1.0,,
test/440_12.png,01922,O1922,0.8,,
test/411_4.png,53327,SZT,0.0,,
test/2200_15.png,MELROSE,4ELROSG,0.71,,
test/5036_8.png,you,YOU,1.0,,
test/917_2.png,WAIT,WATT,0.75,,
test/772_1.png,McKINNEY,MCKINNEY,1.0,,
test/683_4.png,ILL,LLL,0.67,,
test/2013_3.png,42,42,1.0,,
test/526_1.png,SBI,SBI,1.0,,
test/2313_1.png,21,221,0.67,,
test/321_2.png,SIGN,SIOGN,0.8,,
test/514_2.png,photos,OKOTES,0.5,,
test/5046_6.png,MAY,MAY,1.0,,
test/2055_16.png,Panchgani,ANCHGANI,0.89,,
test/1050_7.png,wwwTopStockResearchcom,WWEALOANEASALAOM,0.32,,
test/804_1.png,LED,LED,1.0,,
test/902_6.png,km,KM,1.0,,
test/655_2.png,Her,HER,1.0,,
test/629_4.png,means,MEONS,0.8,,
test/994_1.png,Doug,4O2GG,0.4,,
test/69_5.png,PAY,PAY,1.0,,
test/2340_1.png,CALA,CALA,1.0,,
test/2011_2.png,FIELDS,4TETADE,0.29,,
test/37_13.png,INSURANCE,NSURANCE,0.89,,
test/5192_2.png,LEONARDO,LEONARDO,1.0,,
test/5044_3.png,FRANCES,FRANE5,0.71,,
test/597_1.png,Lifes,LREES,0.6,,
test/151_5.png,snip,SNIP,1.0,,
test/1099_13.png,better,HETTER,0.83,,
test/5227_1.png,DUKE,ZLNZ,0.0,,
test/2211_4.png,SIDE,S,0.25,,
test/406_13.png,Billboards,BILBOARDS,0.9,,
test/5132_5.png,ON,ON,1.0,,
test/696_12.png,PER,PER,1.0,,
test/2421_1.png,enjoy,CILGY,0.2,,
test/667_1.png,AIRLINES,LILTRII,0.25,,
test/5202_5.png,GUERRA,CUERRA,0.83,,
test/310_2.png,WELCOME,WELCOOME,0.88,,
test/403_9.png,6100,61000,0.8,,
test/328_8.png,a,A,1.0,,
test/148_3.png,great,2RORT,0.4,,
test/2128_8.png,Of,OR,0.5,,
test/522_8.png,the,THA,0.67,,
test/2015_1.png,WE,WE,1.0,,
test/276_6.png,hot,HOT,1.0,,
test/5138_3.png,is,IS,1.0,,
test/2018_4.png,After,SGFMR,0.2,,
test/590_6.png,spotlight,SPOTLIGHT,1.0,,
test/2523_20.png,COTTAGE,COTTAG,0.86,,
test/5107_9.png,HAS,HAS,1.0,,
test/171_1.png,YouR,YOUE,0.75,,
test/857_14.png,HARAP,HAABAP,0.67,,
test/134_4.png,T,1,0.0,,
test/2335_1.png,PEACE,FERCE,0.6,,
test/189_1.png,thrive,THRIVE,1.0,,
test/2042_4.png,DOG,O0G,0.33,,
test/5217_1.png,IMMORTALS,IMMORTALS,1.0,,
test/2235_1.png,QUAINTES,0UALINTES,0.78,,
test/929_1.png,CocaCola,DEEAG,0.12,,
test/5065_2.png,LA,LA,1.0,,
test/2385_1.png,TOTAL,TBTA,0.6,,
test/137_5.png,CARMEN,ANNNAN,0.17,,
test/386_6.png,CARIBBE,CARINBF,0.71,,
test/294_3.png,malaysia,RALAYSIA,0.88,,
test/297_1.png,EAT,9AT,0.67,,
test/933_2.png,Bank,BANK,1.0,,
test/541_2.png,BANK,BANK,1.0,,
test/5086_4.png,TOWN,UOMA,0.25,,
test/272_6.png,com,COM,1.0,,
test/5014_1.png,LIMITLESS,LIMITLESS,1.0,,
test/281_13.png,1200pm,I2O0PM,0.67,,
test/874_1.png,ELECT,ELEOT,0.8,,
test/2419_2.png,Accountancy,AAOOUNAANE,0.55,,
test/2255_6.png,64,64,1.0,,
test/325_5.png,YOUR,YOUR,1.0,,
test/977_45.png,AANGEWYS,AANGEWYS,1.0,,
test/2131_1.png,3,3,1.0,,
test/122_4.png,5,5,1.0,,
test/2285_2.png,Hygiene,HGYGIENEE,0.78,,
test/664_2.png,enlightened,ENNLGHTTENEB,0.67,,
test/5011_4.png,FISHBURNE,FTSHBURNE,0.89,,
test/122_1.png,4,4,1.0,,
test/902_1.png,Owaka,OWAKA,1.0,,
test/2004_5.png,AGENCIES,AGENCTES,0.88,,
test/321_13.png,JUNK,LUNK,0.75,,
test/875_8.png,AED,AED,1.0,,
test/2598_3.png,COTTAGE,COTMGE,0.71,,
test/2524_37.png,12,12,1.0,,
test/440_14.png,604,6044,0.75,,
test/188_1.png,Nagoya,NAG0YA,0.83,,
test/34_10.png,a,A,1.0,,
test/281_5.png,Thursday,THURSDOY,0.88,,
test/2230_1.png,NEWS,NEWS,1.0,,
test/134_3.png,Baby,BABY,1.0,,
test/260_2.png,YOU,1OU,0.67,,
test/133_1.png,State,STATE,1.0,,
test/21_1.png,Welcome,WELCONNE,0.75,,
test/745_2.png,CREW,CREW,1.0,,
test/948_1.png,CASINO,GASINGR,0.57,,
test/1044_5.png,BLUBBER,BLUBERA,0.71,,
test/883_2.png,WORLD,WORLD,1.0,,
test/933_8.png,Millenium,MILLENIUUM,0.9,,
test/5004_1.png,THE,THE,1.0,,
test/529_24.png,PACK,PACA,0.75,,
test/824_2.png,Bank,BANK,1.0,,
test/2092_11.png,OF,OF,1.0,,
test/2626_5.png,MAGPIES,MAGPIES,1.0,,
test/2227_1.png,93,23,0.5,,
test/5067_7.png,DAL,DAL,1.0,,
test/584_2.png,NEW,AEM,0.33,,
test/2383_3.png,Play,PLAY,1.0,,
test/385_2.png,02,002,0.67,,
test/171_3.png,HERE,HIERTA,0.5,,
test/6_1.png,State,STATE,1.0,,
test/2036_2.png,Everything,EVERTING,0.8,,
test/994_6.png,FUEL,FDEZ,0.5,,
test/245_3.png,UNiVERSiTESi,SALNEESEVEET,0.25,,
test/685_13.png,PreOwned,PREONED,0.88,,
test/5080_21.png,COMPANY,COMPANY,1.0,,
test/226_4.png,INDIA,INDIA,1.0,,
test/5084_6.png,BELL,BELL,1.0,,
test/948_2.png,QUEEN,GUEEN,0.8,,
test/2524_13.png,CLOSE,3,0.0,,
test/859_4.png,twittercomaplusk,RAERANMTEPLS,0.31,,
test/2299_2.png,field,FHCLD,0.6,,
test/2206_1.png,Contact,CONTACT,1.0,,
test/1046_2.png,MUTUAL,MUUTUAL,0.86,,
test/30_2.png,GLADES,GLADES,1.0,,
test/520_8.png,sky,STA,0.33,,
test/34_21.png,signboard,SIGNBOARD,1.0,,
test/2020_3.png,POD,O,0.33,,
test/2100_1.png,6,G,0.0,,
test/2211_1.png,SOUTH,S9U2,0.4,,
test/407_1.png,TWIN,TII,0.5,,
test/2316_2.png,Penrose,FENROSE,0.86,,
test/712_1.png,Drive,BRIZE,0.6,,
test/230_7.png,you,YOU,1.0,,
test/1046_1.png,SBI,SBI,1.0,,
test/329_1.png,YOUR,YOUR,1.0,,
test/977_24.png,Order,ORDER,1.0,,
test/2599_1.png,APARTMENTS,APARTMENIS,0.9,,
test/276_2.png,Marketing,MARKETING,1.0,,
test/616_2.png,10digit,10DIGIT,1.0,,
test/5116_2.png,STATHAM,STATBAM,0.86,,
test/2523_14.png,MILL,MLLL,0.75,,
test/5093_1.png,AVATAR,AVARTAR,0.86,,
test/261_2.png,AIRPORT,ALRPORT,0.86,,
test/5221_1.png,SCARS,SGARS,0.8,,
test/2044_1.png,WE,WE,1.0,,
test/983_3.png,of,8,0.0,,
